temp,rain_1h,snow_1h,clouds_all,date_time,traffic_volume,year,month,day,hour,day_of_week,is_weekend,is_rush_hour,is_holiday,weather_main_clear,weather_main_clouds,weather_main_drizzle,weather_main_fog,weather_main_haze,weather_main_mist,weather_main_rain,weather_main_smoke,weather_main_snow,weather_main_squall,weather_main_thunderstorm,weather_desc_broken clouds,weather_desc_drizzle,weather_desc_few clouds,weather_desc_fog,weather_desc_haze,weather_desc_heavy snow,weather_desc_light intensity drizzle,weather_desc_light rain,weather_desc_light snow,weather_desc_mist,weather_desc_moderate rain,weather_desc_other,weather_desc_overcast clouds,weather_desc_proximity thunderstorm,weather_desc_scattered clouds,weather_desc_sky is clear
280.19,0.0,0.0,90,2012-10-30 15:00:00,5837,2012,10,30,15,1,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
280.5,0.0,0.0,90,2012-10-30 16:00:00,6222,2012,10,30,16,1,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
280.3,0.0,0.0,90,2012-10-30 17:00:00,5992,2012,10,30,17,1,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
279.58,0.0,0.0,75,2012-10-30 18:00:00,4578,2012,10,30,18,1,0,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
278.78,0.0,0.0,75,2012-10-30 19:00:00,3246,2012,10,30,19,1,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
278.5,0.0,0.0,90,2012-10-30 20:00:00,2834,2012,10,30,20,1,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
276.93,0.0,0.0,75,2012-10-30 21:00:00,2578,2012,10,30,21,1,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
276.03,0.0,0.0,40,2012-10-30 22:00:00,1979,2012,10,30,22,1,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
275.01,0.0,0.0,40,2012-10-30 23:00:00,1326,2012,10,30,23,1,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
273.87,0.0,0.0,40,2012-10-31 00:00:00,541,2012,10,31,0,2,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
272.99,0.0,0.0,1,2012-10-31 01:00:00,346,2012,10,31,1,2,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
272.41,0.0,0.0,1,2012-10-31 02:00:00,265,2012,10,31,2,2,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
272.31,0.0,0.0,1,2012-10-31 03:00:00,338,2012,10,31,3,2,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
272.39,0.0,0.0,1,2012-10-31 04:00:00,765,2012,10,31,4,2,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
271.73,0.0,0.0,1,2012-10-31 05:00:00,2611,2012,10,31,5,2,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
271.54,0.0,0.0,1,2012-10-31 06:00:00,5577,2012,10,31,6,2,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
271.12,0.0,0.0,1,2012-10-31 07:00:00,6908,2012,10,31,7,2,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
271.17,0.0,0.0,20,2012-10-31 08:00:00,6079,2012,10,31,8,2,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
273.11,0.0,0.0,20,2012-10-31 09:00:00,5309,2012,10,31,9,2,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
276.01,0.0,0.0,20,2012-10-31 10:00:00,4567,2012,10,31,10,2,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
278.27,0.0,0.0,20,2012-10-31 11:00:00,4804,2012,10,31,11,2,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
279.84,0.0,0.0,20,2012-10-31 12:00:00,5041,2012,10,31,12,2,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
280.68,0.0,0.0,40,2012-10-31 13:00:00,5051,2012,10,31,13,2,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
281.22,0.0,0.0,20,2012-10-31 14:00:00,5274,2012,10,31,14,2,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
281.8,0.0,0.0,20,2012-10-31 15:00:00,5936,2012,10,31,15,2,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
282.2,0.0,0.0,40,2012-10-31 16:00:00,6128,2012,10,31,16,2,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
281.48,0.0,0.0,20,2012-10-31 17:00:00,5821,2012,10,31,17,2,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
280.0,0.0,0.0,20,2012-10-31 18:00:00,4040,2012,10,31,18,2,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
278.48,0.0,0.0,20,2012-10-31 19:00:00,2711,2012,10,31,19,2,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
276.86,0.0,0.0,20,2012-10-31 20:00:00,2690,2012,10,31,20,2,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
275.45,0.0,0.0,1,2012-10-31 21:00:00,2539,2012,10,31,21,2,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
274.05,0.0,0.0,1,2012-10-31 22:00:00,1925,2012,10,31,22,2,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
272.75,0.0,0.0,1,2012-10-31 23:00:00,1471,2012,10,31,23,2,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
271.73,0.0,0.0,1,2012-11-01 00:00:00,716,2012,11,1,0,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
270.91,0.0,0.0,1,2012-11-01 01:00:00,453,2012,11,1,1,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
270.15,0.0,0.0,1,2012-11-01 02:00:00,324,2012,11,1,2,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
269.68,0.0,0.0,1,2012-11-01 03:00:00,390,2012,11,1,3,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
269.44,0.0,0.0,1,2012-11-01 04:00:00,775,2012,11,1,4,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
268.96,0.0,0.0,1,2012-11-01 05:00:00,2572,2012,11,1,5,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
268.61,0.0,0.0,1,2012-11-01 06:00:00,5595,2012,11,1,6,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
268.74,0.0,0.0,1,2012-11-01 07:00:00,6852,2012,11,1,7,3,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
268.45,0.0,0.0,20,2012-11-01 08:00:00,5892,2012,11,1,8,3,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
270.9,0.0,0.0,1,2012-11-01 09:00:00,5327,2012,11,1,9,3,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
273.45,0.0,0.0,1,2012-11-01 10:00:00,4756,2012,11,1,10,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
275.9,0.0,0.0,20,2012-11-01 11:00:00,5073,2012,11,1,11,3,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
278.7,0.0,0.0,20,2012-11-01 12:00:00,5286,2012,11,1,12,3,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
280.25,0.0,0.0,20,2012-11-01 13:00:00,5189,2012,11,1,13,3,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
281.67,0.0,0.0,1,2012-11-01 14:00:00,5495,2012,11,1,14,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
283.03,0.0,0.0,1,2012-11-01 15:00:00,5713,2012,11,1,15,3,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
283.13,0.0,0.0,1,2012-11-01 16:00:00,6317,2012,11,1,16,3,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
283.04,0.0,0.0,20,2012-11-01 17:00:00,6306,2012,11,1,17,3,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
281.3,0.0,0.0,20,2012-11-01 18:00:00,4867,2012,11,1,18,3,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
279.84,0.0,0.0,40,2012-11-01 19:00:00,3501,2012,11,1,19,3,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
278.88,0.0,0.0,40,2012-11-01 20:00:00,3110,2012,11,1,20,3,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
278.51,0.0,0.0,90,2012-11-01 21:00:00,2727,2012,11,1,21,3,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
279.26,0.0,0.0,90,2012-11-01 22:00:00,1825,2012,11,1,22,3,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
279.21,0.0,0.0,90,2012-11-01 23:00:00,1222,2012,11,1,23,3,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
278.85,0.0,0.0,90,2012-11-02 00:00:00,611,2012,11,2,0,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
277.59,0.0,0.0,75,2012-11-02 01:00:00,441,2012,11,2,1,4,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
277.01,0.0,0.0,40,2012-11-02 02:00:00,331,2012,11,2,2,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
277.15,0.0,0.0,75,2012-11-02 03:00:00,365,2012,11,2,3,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
277.9,0.0,0.0,75,2012-11-02 04:00:00,708,2012,11,2,4,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
278.31,0.0,0.0,90,2012-11-02 05:00:00,2379,2012,11,2,5,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
278.63,0.0,0.0,90,2012-11-02 06:00:00,5236,2012,11,2,6,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
278.22,0.0,0.0,90,2012-11-02 07:00:00,6509,2012,11,2,7,4,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
277.58,0.0,0.0,75,2012-11-02 08:00:00,5723,2012,11,2,8,4,0,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
278.02,0.0,0.0,40,2012-11-02 09:00:00,5239,2012,11,2,9,4,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
278.37,0.0,0.0,90,2012-11-02 10:00:00,4723,2012,11,2,10,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
278.78,0.0,0.0,90,2012-11-02 11:00:00,5330,2012,11,2,11,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
278.78,0.0,0.0,75,2012-11-02 12:00:00,5403,2012,11,2,12,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
279.59,0.0,0.0,75,2012-11-02 13:00:00,5446,2012,11,2,13,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
279.64,0.0,0.0,1,2012-11-02 14:00:00,5669,2012,11,2,14,4,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
280.0,0.0,0.0,40,2012-11-02 15:00:00,6093,2012,11,2,15,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
279.76,0.0,0.0,40,2012-11-02 16:00:00,6323,2012,11,2,16,4,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
278.9,0.0,0.0,40,2012-11-02 17:00:00,5856,2012,11,2,17,4,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
277.06,0.0,0.0,40,2012-11-02 18:00:00,4987,2012,11,2,18,4,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
275.29,0.0,0.0,40,2012-11-02 19:00:00,3681,2012,11,2,19,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
274.98,0.0,0.0,20,2012-11-02 20:00:00,2902,2012,11,2,20,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
273.31,0.0,0.0,20,2012-11-02 21:00:00,2929,2012,11,2,21,4,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
272.77,0.0,0.0,1,2012-11-02 22:00:00,2728,2012,11,2,22,4,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
272.06,0.0,0.0,1,2012-11-02 23:00:00,1693,2012,11,2,23,4,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
272.01,0.0,0.0,20,2012-11-03 00:00:00,1166,2012,11,3,0,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
271.8,0.0,0.0,75,2012-11-03 01:00:00,724,2012,11,3,1,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
271.3,0.0,0.0,75,2012-11-03 02:00:00,568,2012,11,3,2,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
270.41,0.0,0.0,20,2012-11-03 03:00:00,343,2012,11,3,3,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
269.9,0.0,0.0,20,2012-11-03 04:00:00,383,2012,11,3,4,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
269.56,0.0,0.0,1,2012-11-03 05:00:00,703,2012,11,3,5,5,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
269.39,0.0,0.0,20,2012-11-03 06:00:00,1229,2012,11,3,6,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
269.24,0.0,0.0,20,2012-11-03 07:00:00,2057,2012,11,3,7,5,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
268.99,0.0,0.0,40,2012-11-03 08:00:00,3246,2012,11,3,8,5,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
271.47,0.0,0.0,75,2012-11-03 09:00:00,4390,2012,11,3,9,5,1,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
272.85,0.0,0.0,75,2012-11-03 10:00:00,4573,2012,11,3,10,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
273.93,0.0,0.0,75,2012-11-03 11:00:00,4269,2012,11,3,11,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
274.85,0.0,0.0,75,2012-11-03 12:00:00,4833,2012,11,3,12,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
275.43,0.0,0.0,75,2012-11-03 13:00:00,4442,2012,11,3,13,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
275.73,0.0,0.0,40,2012-11-03 14:00:00,4397,2012,11,3,14,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
275.9,0.0,0.0,40,2012-11-03 15:00:00,4314,2012,11,3,15,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
276.29,0.0,0.0,75,2012-11-03 16:00:00,4413,2012,11,3,16,5,1,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
276.41,0.0,0.0,75,2012-11-03 17:00:00,4125,2012,11,3,17,5,1,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
276.29,0.0,0.0,75,2012-11-03 18:00:00,4004,2012,11,3,18,5,1,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
276.13,0.0,0.0,90,2012-11-03 19:00:00,3404,2012,11,3,19,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
275.93,0.0,0.0,90,2012-11-03 20:00:00,2777,2012,11,3,20,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
275.93,0.0,0.0,90,2012-11-03 21:00:00,2579,2012,11,3,21,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
275.67,0.0,0.0,90,2012-11-03 22:00:00,2552,2012,11,3,22,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
275.58,0.0,0.0,90,2012-11-03 23:00:00,1952,2012,11,3,23,5,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
275.67,0.0,0.0,90,2012-11-04 00:00:00,2125,2012,11,4,0,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
275.6,0.0,0.0,90,2012-11-04 01:00:00,730,2012,11,4,1,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
275.77,0.0,0.0,90,2012-11-04 01:00:00,730,2012,11,4,1,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
275.42,0.0,0.0,90,2012-11-04 02:00:00,345,2012,11,4,2,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
275.47,0.0,0.0,90,2012-11-04 03:00:00,223,2012,11,4,3,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
275.33,0.0,0.0,90,2012-11-04 05:00:00,488,2012,11,4,5,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
275.08,0.0,0.0,90,2012-11-04 06:00:00,710,2012,11,4,6,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
275.08,0.0,0.0,90,2012-11-04 07:00:00,1165,2012,11,4,7,6,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
275.09,0.0,0.0,90,2012-11-04 08:00:00,2067,2012,11,4,8,6,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
275.09,0.0,0.0,90,2012-11-04 08:00:00,2067,2012,11,4,8,6,1,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
275.44,0.0,0.0,90,2012-11-04 09:00:00,2911,2012,11,4,9,6,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
276.1,0.0,0.0,90,2012-11-04 10:00:00,3527,2012,11,4,10,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
276.45,0.0,0.0,90,2012-11-04 11:00:00,3765,2012,11,4,11,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
276.76,0.0,0.0,90,2012-11-04 12:00:00,4063,2012,11,4,12,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
277.11,0.0,0.0,90,2012-11-04 13:00:00,4043,2012,11,4,13,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
278.13,0.0,0.0,90,2012-11-04 14:00:00,4200,2012,11,4,14,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
278.44,0.0,0.0,90,2012-11-04 15:00:00,4105,2012,11,4,15,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
278.44,0.0,0.0,90,2012-11-04 16:00:00,4015,2012,11,4,16,6,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
278.09,0.0,0.0,90,2012-11-04 17:00:00,3620,2012,11,4,17,6,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
277.72,0.0,0.0,90,2012-11-04 18:00:00,3652,2012,11,4,18,6,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
277.41,0.0,0.0,90,2012-11-04 19:00:00,2837,2012,11,4,19,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
277.2,0.0,0.0,90,2012-11-04 20:00:00,2446,2012,11,4,20,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
277.06,0.0,0.0,90,2012-11-04 21:00:00,1950,2012,11,4,21,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
276.7,0.0,0.0,90,2012-11-04 22:00:00,1451,2012,11,4,22,6,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
276.54,0.0,0.0,90,2012-11-04 23:00:00,999,2012,11,4,23,6,1,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
276.07,0.0,0.0,90,2012-11-05 00:00:00,1720,2012,11,5,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
275.67,0.0,0.0,75,2012-11-05 01:00:00,1299,2012,11,5,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
274.97,0.0,0.0,40,2012-11-05 02:00:00,304,2012,11,5,2,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
274.86,0.0,0.0,20,2012-11-05 03:00:00,412,2012,11,5,3,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
273.45,0.0,0.0,75,2012-11-05 04:00:00,753,2012,11,5,4,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
